2020-05-15 21:45:01.857605,Environment,Anechoic Chamber w/ Positioner
2020-05-15 21:45:01.857617,Device,Samsung Galaxy S7
2020-05-15 21:45:01.857621,Range,12
2020-05-15 21:45:01.857624,Angle,90
2020-05-15 21:45:01.857627,TxPower,1
2020-05-15 21:45:01.857631,GPS,NA
2020-05-15 21:37:00.432726,Bluetooth,63:0a:15:57:93:42,-64,1,1589593020.432726,38
2020-05-15 21:37:00.435179,Bluetooth,63:0a:15:57:93:42,-66,1,1589593020.435179,39
2020-05-15 21:37:00.437512,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.437512,37
2020-05-15 21:37:00.439960,Bluetooth,63:0a:15:57:93:42,-64,1,1589593020.43996,38
2020-05-15 21:37:00.442022,Bluetooth,63:0a:15:57:93:42,-66,1,1589593020.442022,39
2020-05-15 21:37:00.444150,Bluetooth,63:0a:15:57:93:42,-67,1,1589593020.44415,37
2020-05-15 21:37:00.446957,Bluetooth,63:0a:15:57:93:42,-64,1,1589593020.446957,38
2020-05-15 21:37:00.448655,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.448655,39
2020-05-15 21:37:00.450648,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.450648,37
2020-05-15 21:37:00.452759,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.452759,38
2020-05-15 21:37:00.454775,Bluetooth,63:0a:15:57:93:42,-67,1,1589593020.454775,39
2020-05-15 21:37:00.457087,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.457087,37
2020-05-15 21:37:00.459010,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.45901,38
2020-05-15 21:37:00.460871,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.460871,39
2020-05-15 21:37:00.468216,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.468216,37
2020-05-15 21:37:00.470095,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.470095,38
2020-05-15 21:37:00.471999,Bluetooth,63:0a:15:57:93:42,-67,1,1589593020.471999,39
2020-05-15 21:37:00.473950,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.47395,37
2020-05-15 21:37:00.475897,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.475897,38
2020-05-15 21:37:00.477806,Bluetooth,63:0a:15:57:93:42,-69,1,1589593020.477806,39
2020-05-15 21:37:00.479739,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.479739,37
2020-05-15 21:37:00.481829,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.481829,38
2020-05-15 21:37:00.483773,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.483773,39
2020-05-15 21:37:00.485730,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.48573,37
2020-05-15 21:37:00.487715,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.487715,38
2020-05-15 21:37:00.489752,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.489752,39
2020-05-15 21:37:00.491740,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.49174,37
2020-05-15 21:37:00.493700,Bluetooth,63:0a:15:57:93:42,-65,1,1589593020.4937,38
2020-05-15 21:37:00.495550,Bluetooth,63:0a:15:57:93:42,-70,1,1589593020.49555,39
2020-05-15 21:37:00.497429,Bluetooth,63:0a:15:57:93:42,-68,1,1589593020.497429,37
2020-05-15 21:37:00.499326,Bluetooth,63:0a:15:57:93:42,-66,1,1589593020.499326,38
2020-05-15 21:37:00.501143,Bluetooth,63:0a:15:57:93:42,-67,1,1589593020.501143,39
