2020-05-07 10:28:32.842387,Environment,Anechoic Chamber w/ Positioner
2020-05-07 10:28:32.842421,Device,Samsung Galaxy S10 SMG973U1ZKAX
2020-05-07 10:28:32.842433,Range,6
2020-05-07 10:28:32.842443,Angle,225
2020-05-07 10:28:32.842451,TxPower,1
2020-05-07 10:28:32.842460,GPS,NA
2020-05-07 10:23:05.114861,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.114861,37
2020-05-07 10:23:05.122087,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.122087,38
2020-05-07 10:23:05.130446,Bluetooth,76:5a:6b:6d:32:88,-72,1,1588861385.130446,39
2020-05-07 10:23:05.134739,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.134739,37
2020-05-07 10:23:05.137034,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.137034,38
2020-05-07 10:23:05.140570,Bluetooth,76:5a:6b:6d:32:88,-72,1,1588861385.14057,39
2020-05-07 10:23:05.144675,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.144675,37
2020-05-07 10:23:05.147010,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.14701,38
2020-05-07 10:23:05.150926,Bluetooth,76:5a:6b:6d:32:88,-68,1,1588861385.150926,39
2020-05-07 10:23:05.153169,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.153169,37
2020-05-07 10:23:05.155455,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.155455,38
2020-05-07 10:23:05.157732,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.157732,39
2020-05-07 10:23:05.161226,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.161226,37
2020-05-07 10:23:05.163403,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.163403,38
2020-05-07 10:23:05.165526,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.165526,39
2020-05-07 10:23:05.168108,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.168108,37
2020-05-07 10:23:05.170445,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.170445,38
2020-05-07 10:23:05.172611,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.172611,39
2020-05-07 10:23:05.174939,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.174939,37
2020-05-07 10:23:05.177394,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.177394,38
2020-05-07 10:23:05.180013,Bluetooth,76:5a:6b:6d:32:88,-72,1,1588861385.180013,39
2020-05-07 10:23:05.182453,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.182453,37
2020-05-07 10:23:05.185460,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.18546,38
2020-05-07 10:23:05.187812,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.187812,39
2020-05-07 10:23:05.190751,Bluetooth,76:5a:6b:6d:32:88,-66,1,1588861385.190751,37
2020-05-07 10:23:05.195584,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.195584,38
2020-05-07 10:23:05.204526,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.204526,39
2020-05-07 10:23:05.209821,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.209821,37
2020-05-07 10:23:05.218489,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.218489,38
2020-05-07 10:23:05.224859,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.224859,39
2020-05-07 10:23:05.231110,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.23111,37
2020-05-07 10:23:05.234201,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.234201,38
2020-05-07 10:23:05.236072,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.236072,39
2020-05-07 10:23:05.238040,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.23804,37
2020-05-07 10:23:05.239872,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.239872,38
2020-05-07 10:23:05.244845,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.244845,39
2020-05-07 10:23:05.249408,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.249408,37
2020-05-07 10:23:05.251565,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.251565,38
2020-05-07 10:23:05.255090,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.25509,39
2020-05-07 10:23:05.257764,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.257764,37
2020-05-07 10:23:05.259832,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.259832,38
2020-05-07 10:23:05.261975,Bluetooth,76:5a:6b:6d:32:88,-69,1,1588861385.261975,39
2020-05-07 10:23:05.264344,Bluetooth,76:5a:6b:6d:32:88,-67,1,1588861385.264344,37
